activity_nr,opt_type,opt_id,opt_value,opt_info_id,load_dt
341812725,N,22,"EMPLOYSOURCE TEMP SOLUTIONS, INC.",,2020-08-17 00:28:12 EDT
341812832,N,22,KELLY SERVICES,,2020-08-17 00:28:12 EDT
341812915,N,4,VPP-P,,2020-08-17 00:28:12 EDT
341813038,N,22,"EMPLOY SOURCE TEMP SOLUTIONS, INC.",,2020-08-17 00:28:12 EDT
341813095,N,22,ATLAS STAFFING,,2020-08-17 00:28:12 EDT
341813095,N,22,EMPLOYEE SOURCE TEMPORARY SOLUTIONS,,2020-08-17 00:28:12 EDT
341813541,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341813541,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341813541,N,2,TB,,2020-08-17 00:28:12 EDT
341813541,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341813566,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341813582,N,11,LOG30498932,,2020-08-17 00:28:12 EDT
341813608,N,11,LOG30517152,,2020-08-17 00:28:12 EDT
341813665,N,1,318088598,,2020-08-17 00:28:12 EDT
341813673,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341813681,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341813699,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341813764,N,1,318088697,,2020-08-17 00:28:12 EDT
341813772,N,1,318088721,,2020-08-17 00:28:12 EDT
341813814,N,1,318043585,,2020-08-17 00:28:12 EDT
341813822,N,1,318017407,,2020-08-17 00:28:12 EDT
341813863,N,1,318068293,,2020-08-17 00:28:12 EDT
341813889,N,1,318085495,,2020-08-17 00:28:12 EDT
341813921,N,1,318085545,,2020-08-17 00:28:12 EDT
341813939,N,1,318085545,,2020-08-17 00:28:12 EDT
341813954,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341814499,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341814853,N,22,WESTAFF,,2020-08-17 00:28:12 EDT
341815017,N,22,I-FORCE,,2020-08-17 00:28:12 EDT
341815389,N,22,PEOPLE READY,,2020-08-17 00:28:12 EDT
341815694,N,22,PEOPLE READY,,2020-08-17 00:28:12 EDT
341817005,N,1,318088788,,2020-08-17 00:28:12 EDT
341817062,N,1,318017696,,2020-08-17 00:28:12 EDT
341817070,N,1,318018090,,2020-08-17 00:28:12 EDT
341817088,N,1,318018090,,2020-08-17 00:28:12 EDT
341817138,N,1,318085594,,2020-08-17 00:28:12 EDT
341817179,N,1,318085487,,2020-08-17 00:28:12 EDT
341817211,N,5,IAQOTHER,,2020-08-17 00:28:12 EDT
341817286,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341817591,N,11,LOG53072,,2020-08-17 00:28:12 EDT
341817708,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341817823,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341817997,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341818045,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341818391,N,22,IFORCE STAFFING,,2020-08-17 00:28:12 EDT
341818391,N,22,CAPITAL CITY STAFFING SOLUTIONS,,2020-08-17 00:28:12 EDT
341818433,N,11,LOG30527202,,2020-08-17 00:28:12 EDT
341818946,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341819050,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341819613,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341820066,N,22,"SAVVY STAFFING SOLUTIONS, LLC",,2020-08-17 00:28:12 EDT
341820389,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341820835,N,1,318085495,,2020-08-17 00:28:12 EDT
341820884,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341821338,N,22,HAMILTON CONNECTIONS,,2020-08-17 00:28:12 EDT
341821478,N,1,1182147,,2020-08-17 00:28:12 EDT
341821858,N,22,MANPOWER,,2020-08-17 00:28:12 EDT
341821932,N,4,VPP-P,,2020-08-17 00:28:12 EDT
341822088,N,1,1182208,,2020-08-17 00:28:12 EDT
341822153,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341822153,N,3,BACK,,2020-08-17 00:28:12 EDT
341822526,N,1,1182252,,2020-08-17 00:28:12 EDT
341822583,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341823060,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341823094,N,22,WORKFORCE MANAGEMENT INC,,2020-08-17 00:28:12 EDT
341823359,N,22,"CHARTWELL STAFFING DIXON, IL",,2020-08-17 00:28:12 EDT
341823359,N,22,"MANPOWER DIXON, IL",,2020-08-17 00:28:12 EDT
341823755,N,11,LOG30523702,,2020-08-17 00:28:12 EDT
341823979,N,1,318088432,,2020-08-17 00:28:12 EDT
341824134,N,1,318085800,,2020-08-17 00:28:12 EDT
341824167,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341824662,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341825446,N,1,318089174,,2020-08-17 00:28:12 EDT
341825446,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341825453,N,1,318088853,,2020-08-17 00:28:12 EDT
341825461,N,1,318088853,,2020-08-17 00:28:12 EDT
341825503,N,1,318088986,,2020-08-17 00:28:12 EDT
341825537,N,1,318088853,,2020-08-17 00:28:12 EDT
341825768,N,11,LOG3052772,,2020-08-17 00:28:12 EDT
341825768,N,11,LOG30532712,,2020-08-17 00:28:12 EDT
341826451,N,1,318068384,,2020-08-17 00:28:12 EDT
341826477,N,22,"STAFF RIGHT, LLC",,2020-08-17 00:28:12 EDT
341826519,N,1,318085263,,2020-08-17 00:28:12 EDT
341826527,N,1,318085867,,2020-08-17 00:28:12 EDT
341826535,N,1,318085867,,2020-08-17 00:28:12 EDT
341826543,N,1,318085867,,2020-08-17 00:28:12 EDT
341826550,N,1,318085867,,2020-08-17 00:28:12 EDT
341826568,N,1,318085867,,2020-08-17 00:28:12 EDT
341826584,N,1,318085925,,2020-08-17 00:28:12 EDT
341826592,N,1,318085925,,2020-08-17 00:28:12 EDT
341827095,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341827574,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341827756,N,11,LOG30534772,,2020-08-17 00:28:12 EDT
341827905,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341828481,N,1,318088283,,2020-08-17 00:28:12 EDT
341828481,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341828499,N,1,318018066,,2020-08-17 00:28:12 EDT
341828515,N,1,318017852,,2020-08-17 00:28:12 EDT
341828515,N,16,RESCON,,2020-08-17 00:28:12 EDT
341828564,N,1,318085974,,2020-08-17 00:28:12 EDT
341828572,N,1,318085974,,2020-08-17 00:28:12 EDT
341829166,N,11,LOG30526882,,2020-08-17 00:28:12 EDT
341830586,N,2,POULTRY,,2020-08-17 00:28:12 EDT
341831147,N,11,LOG30519932,,2020-08-17 00:28:12 EDT
341831295,N,22,TRADESMEN INTERNATIONAL,,2020-08-17 00:28:12 EDT
341831741,N,1,318015518,,2020-08-17 00:28:12 EDT
341831741,N,1,318015500,,2020-08-17 00:28:12 EDT
341831758,N,1,318015500,,2020-08-17 00:28:12 EDT
341831758,N,1,318015211,,2020-08-17 00:28:12 EDT
341831808,N,1,318068434,,2020-08-17 00:28:12 EDT
341831881,N,1,318086097,,2020-08-17 00:28:12 EDT
341831907,N,1,318086097,,2020-08-17 00:28:12 EDT
341831915,N,1,318086089,,2020-08-17 00:28:12 EDT
341831923,N,1,318086089,,2020-08-17 00:28:12 EDT
341831931,N,1,IMMLANG-N,,2020-08-17 00:28:12 EDT
341831931,N,1,318086097,,2020-08-17 00:28:12 EDT
341832707,N,2,HEATCON,,2020-08-17 00:28:12 EDT
341832756,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341832772,N,22,EZ PAYROLL AND STAFFING,,2020-08-17 00:28:12 EDT
341832970,N,4,VPP-P,,2020-08-17 00:28:12 EDT
341833523,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341833523,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341833994,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341834471,N,1,318088283,,2020-08-17 00:28:12 EDT
341834505,N,1,318089232,,2020-08-17 00:28:12 EDT
341834539,N,14,"FOCUS,C,4",,2020-08-17 00:28:12 EDT
341835536,N,30,DOLLAR TREE CSA,,2020-08-17 00:28:12 EDT
341835551,N,1,318089133,,2020-08-17 00:28:12 EDT
341835635,N,1,318089307,,2020-08-17 00:28:12 EDT
341835643,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341835668,N,1,318089299,,2020-08-17 00:28:12 EDT
341835791,N,1,318086204,,2020-08-17 00:28:12 EDT
341835825,N,1,318086204,,2020-08-17 00:28:12 EDT
341835833,N,1,318086014,,2020-08-17 00:28:12 EDT
341835841,N,1,318086014,,2020-08-17 00:28:12 EDT
341835858,N,1,318086279,,2020-08-17 00:28:12 EDT
341835932,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341836351,N,22,I-FORCE,,2020-08-17 00:28:12 EDT
341836351,N,22,MANCAN,,2020-08-17 00:28:12 EDT
341836351,N,22,ATRIUM (DAWSON),,2020-08-17 00:28:12 EDT
341836443,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341836716,N,22,EVINS,,2020-08-17 00:28:12 EDT
341836716,N,22,EXPRESS EMPLOYMENT PROFESSIONALS,,2020-08-17 00:28:12 EDT
341836716,N,22,FJC,,2020-08-17 00:28:12 EDT
341836716,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341836716,N,3,UED,,2020-08-17 00:28:12 EDT
341836716,N,3,OTHER,,2020-08-17 00:28:12 EDT
341836955,N,9,100%,,2020-08-17 00:28:12 EDT
341837169,N,4,VPP-C,,2020-08-17 00:28:12 EDT
341837177,N,3,BACK,,2020-08-17 00:28:12 EDT
341837177,N,3,UED,,2020-08-17 00:28:12 EDT
341837276,N,11,LOG1143002,,2020-08-17 00:28:12 EDT
341837490,N,11,LOG1143172,,2020-08-17 00:28:12 EDT
341837698,N,4,VPP-P,,2020-08-17 00:28:12 EDT
341837896,N,22,SMX,,2020-08-17 00:28:12 EDT
341838225,N,1,1183822,,2020-08-17 00:28:12 EDT
341838449,N,22,CO-STAFF CORP.,,2020-08-17 00:28:12 EDT
341838712,N,1,318089380,,2020-08-17 00:28:12 EDT
341838720,N,1,318089380,,2020-08-17 00:28:12 EDT
341838779,N,1,318089380,,2020-08-17 00:28:12 EDT
341838829,N,1,318018280,,2020-08-17 00:28:12 EDT
341838837,N,1,318018280,,2020-08-17 00:28:12 EDT
341838845,N,1,318018280,,2020-08-17 00:28:12 EDT
341839397,N,22,"DARBY DAY, INC.",,2020-08-17 00:28:12 EDT
341841005,N,11,LOG305872,,2020-08-17 00:28:12 EDT
341841179,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341841450,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341841682,N,1,318088010,,2020-08-17 00:28:12 EDT
341841690,N,1,318089414,,2020-08-17 00:28:12 EDT
341841708,N,1,318089430,,2020-08-17 00:28:12 EDT
341841823,N,1,318089596,,2020-08-17 00:28:12 EDT
341841849,N,1,318043734,,2020-08-17 00:28:12 EDT
341841872,N,1,318078524,,2020-08-17 00:28:12 EDT
341841872,N,1,318016987,,2020-08-17 00:28:12 EDT
341841898,N,1,318086279,,2020-08-17 00:28:12 EDT
341841906,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341842219,N,22,NEW HIRE SOLUTIONS,,2020-08-17 00:28:12 EDT
341842961,N,22,ACTION TOTAL STAFFING,,2020-08-17 00:28:12 EDT
341843324,N,22,RICHARDSON STAFFING,,2020-08-17 00:28:12 EDT
341844421,N,3,BACK,,2020-08-17 00:28:12 EDT
341844421,N,3,UED,,2020-08-17 00:28:12 EDT
341844462,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341844975,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341845246,N,11,LOG30540992,,2020-08-17 00:28:12 EDT
341845600,N,1,318089562,,2020-08-17 00:28:12 EDT
341845618,N,1,318089554,,2020-08-17 00:28:12 EDT
341845634,N,1,318089596,,2020-08-17 00:28:12 EDT
341845642,N,1,318018348,,2020-08-17 00:28:12 EDT
341845659,N,1,318018223,,2020-08-17 00:28:12 EDT
341845667,N,1,318018231,,2020-08-17 00:28:12 EDT
341845691,N,1,318018280,,2020-08-17 00:28:12 EDT
341845717,N,1,318068459,,2020-08-17 00:28:12 EDT
341845733,N,1,317976785,,2020-08-17 00:28:12 EDT
341845899,N,1,318071545,,2020-08-17 00:28:12 EDT
341845923,N,1,318071594,,2020-08-17 00:28:12 EDT
341845956,N,1,318086345,,2020-08-17 00:28:12 EDT
341845964,N,1,318086345,,2020-08-17 00:28:12 EDT
341846608,N,4,VPP-C,,2020-08-17 00:28:12 EDT
341847002,N,16,VIOLENCE,,2017-07-20 01:08:29 EDT
341847291,N,4,VPP-P,,2020-08-17 00:28:12 EDT
341847655,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341847697,N,1,1183822,,2020-08-17 00:28:12 EDT
341848133,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341849297,N,1,318089695,,2020-08-17 00:28:12 EDT
341849305,N,1,318089612,,2020-08-17 00:28:12 EDT
341849313,N,1,318089620,,2020-08-17 00:28:12 EDT
341849347,N,1,318089695,,2020-08-17 00:28:12 EDT
341849362,N,1,318089695,,2020-08-17 00:28:12 EDT
341849370,N,1,318089695,,2020-08-17 00:28:12 EDT
341849404,N,14,"FOCUS,C,3",,2020-08-17 00:28:12 EDT
341849438,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341849446,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341849461,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341849511,N,1,318088051,,2020-08-17 00:28:12 EDT
341850014,N,4,VPP-C,,2020-08-17 00:28:12 EDT
341850311,N,30,DOLLAR TREE CSA,,2020-08-17 00:28:12 EDT
341850394,N,4,VPP-P,,2020-08-17 00:28:12 EDT
341850410,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341850543,N,19,HOLD,,2020-08-17 00:28:12 EDT
341851608,N,11,LOG053910,,2020-08-17 00:28:12 EDT
341852317,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341852648,N,1,318018447,,2020-08-17 00:28:12 EDT
341852671,N,1,318086493,,2020-08-17 00:28:12 EDT
341853471,N,22,"QUALITY EMPLOYMENT SYSTEMS, INC.",,2020-08-17 00:28:12 EDT
341853505,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341854248,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341854594,N,4,ATAR,,2020-08-17 00:28:12 EDT
341854685,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341854867,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341855021,N,11,LOG30546192,,2020-08-17 00:28:12 EDT
341855492,N,30,CORIZONCSA,,2020-08-17 00:28:12 EDT
341855658,N,4,VPP-C,,2020-08-17 00:28:12 EDT
341855757,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341856573,N,1,318018488,,2020-08-17 00:28:12 EDT
341856607,N,1,318016987,,2020-08-17 00:28:12 EDT
341856607,N,1,318018322,,2020-08-17 00:28:12 EDT
341856615,N,1,318078516,,2020-08-17 00:28:12 EDT
341856631,N,1,318078508,,2020-08-17 00:28:12 EDT
341856706,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341856805,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341857779,N,22,UNITED STAFFING,,2020-08-17 00:28:12 EDT
341857977,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341857977,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341859015,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341859015,N,11,LOG30535692,,2020-08-17 00:28:12 EDT
341859999,N,1,318015955,,2020-08-17 00:28:12 EDT
341860005,N,1,318017688,,2020-08-17 00:28:12 EDT
341860013,N,1,318078987,,2020-08-17 00:28:12 EDT
341860054,N,1,318071594,,2020-08-17 00:28:12 EDT
341860088,N,1,318086568,,2020-08-17 00:28:12 EDT
341860112,N,1,318086592,,2020-08-17 00:28:12 EDT
341860146,N,1,318085560,,2020-08-17 00:28:12 EDT
341860153,N,1,318085560,,2020-08-17 00:28:12 EDT
341860161,N,1,318085560,,2020-08-17 00:28:12 EDT
341860724,N,11,LOG30526982,,2020-08-17 00:28:12 EDT
341860807,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341862290,N,11,LOG30552862,,2020-08-17 00:28:12 EDT
341862480,N,22,IFORCE,,2020-08-17 00:28:12 EDT
341862662,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341862902,N,22,LABOR READY MIDWEST,,2020-08-17 00:28:12 EDT
341862902,N,22,"PRONTO STAFFING SERVICES, INC.",,2020-08-17 00:28:12 EDT
341862928,N,22,LYONS HR,,2020-08-17 00:28:12 EDT
341863371,N,1,318089711,,2020-08-17 00:28:12 EDT
341863389,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341863389,N,1,318089711,,2020-08-17 00:28:12 EDT
341863413,N,1,318089901,,2020-08-17 00:28:12 EDT
341863504,N,1,318071727,,2020-08-17 00:28:12 EDT
341865129,N,9,100%,,2020-08-17 00:28:12 EDT
341865194,N,3,UED,,2020-08-17 00:28:12 EDT
341865392,N,9,100%,,2020-08-17 00:28:12 EDT
341865632,N,22,"EMPLOYBRIDGE SOUTHEAST, LLC DBA PROLOGISTIX",,2020-08-17 00:28:12 EDT
341866408,N,22,"LOCATE STAFFING, INC.",,2020-08-17 00:28:12 EDT
341866408,N,22,US TECH FORCE,,2020-08-17 00:28:12 EDT
341866689,N,1,318089885,,2020-08-17 00:28:12 EDT
341866705,N,1,318089869,,2020-08-17 00:28:12 EDT
341866754,N,1,318089976,,2020-08-17 00:28:12 EDT
341866770,N,1,318089976,,2020-08-17 00:28:12 EDT
341866812,N,1,318043791,,2020-08-17 00:28:12 EDT
341866820,N,1,318043791,,2020-08-17 00:28:12 EDT
341866846,N,1,318043791,,2020-08-17 00:28:12 EDT
341866861,N,1,318015518,,2020-08-17 00:28:12 EDT
341866861,N,1,318015211,,2020-08-17 00:28:12 EDT
341866903,N,1,318071735,,2020-08-17 00:28:12 EDT
341866911,N,1,318071735,,2020-08-17 00:28:12 EDT
341866945,N,1,318068434,,2020-08-17 00:28:12 EDT
341866960,N,1,318086618,,2020-08-17 00:28:12 EDT
341866978,N,1,318086618,,2020-08-17 00:28:12 EDT
341866994,N,1,318086675,,2020-08-17 00:28:12 EDT
341867018,N,1,F5,,2020-08-17 00:28:12 EDT
341867026,N,1,318086725,,2020-08-17 00:28:12 EDT
341867034,N,1,318086725,,2020-08-17 00:28:12 EDT
341867059,N,1,318086782,,2020-08-17 00:28:12 EDT
341867067,N,1,318086675,,2020-08-17 00:28:12 EDT
341867075,N,1,318086782,,2020-08-17 00:28:12 EDT
341867182,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341867422,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341867430,N,11,LOG30548122,,2020-08-17 00:28:12 EDT
341867430,N,22,ACCELERANT INC,,2020-08-17 00:28:12 EDT
341867430,N,22,SAVVY STAFFING,,2020-08-17 00:28:12 EDT
341867463,N,22,MANPOWER,,2020-08-17 00:28:12 EDT
341867505,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341867802,N,22,MANPOWER,,2020-08-17 00:28:12 EDT
341867836,N,2,HEATGI,,2020-08-17 00:28:12 EDT
341867968,N,3,BACK,,2020-08-17 00:28:12 EDT
341867968,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341868156,N,11,LOG30545872,,2020-08-17 00:28:12 EDT
341868404,N,11,LOG30549432,,2020-08-17 00:28:12 EDT
341869295,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341869295,N,30,CORIZONCSA,,2020-08-17 00:28:12 EDT
341870061,N,2,HEATGI,,2020-08-17 00:28:12 EDT
341870483,N,1,318096526,,2020-08-17 00:28:12 EDT
341870566,N,1,318089174,,2020-08-17 00:28:12 EDT
341870566,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341870582,N,1,318090131,,2020-08-17 00:28:12 EDT
341870582,N,14,"FOCUS,C,8",,2020-08-17 00:28:12 EDT
341870590,N,1,318090131,,2020-08-17 00:28:12 EDT
341870590,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341870608,N,1,318078649,,2020-08-17 00:28:12 EDT
341870632,N,9,IMMINENT,,2020-08-17 00:28:12 EDT
341870640,N,1,318052917,,2020-08-17 00:28:12 EDT
341870657,N,1,318052917,,2020-08-17 00:28:12 EDT
341870707,N,1,318087574,,2020-08-17 00:28:12 EDT
341870731,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341871218,N,11,LOG30529182,,2020-08-17 00:28:12 EDT
341871325,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341871382,N,11,LOG30553732,,2020-08-17 00:28:12 EDT
341871432,N,9,100%,,2020-08-17 00:28:12 EDT
341871671,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341871671,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341871994,N,3,BACK,,2020-08-17 00:28:12 EDT
341872448,N,22,"METRO STAFF, INC.",,2020-08-17 00:28:12 EDT
341872836,N,4,VPP-P,,2020-08-17 00:28:12 EDT
341872935,N,22,MONROE STAFFING,,2020-08-17 00:28:12 EDT
341873560,N,22,"HIRE DYNAMICS, LLC",,2020-08-17 00:28:12 EDT
341873990,N,1,318090164,,2020-08-17 00:28:12 EDT
341874014,N,1,318090008,,2020-08-17 00:28:12 EDT
341874030,N,1,318090008,,2020-08-17 00:28:12 EDT
341874048,N,1,318090206,,2020-08-17 00:28:12 EDT
341874055,N,1,318090206,,2020-08-17 00:28:12 EDT
341874154,N,1,318018405,,2020-08-17 00:28:12 EDT
341874204,N,1,318086907,,2020-08-17 00:28:12 EDT
341874204,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341874212,N,1,318086907,,2020-08-17 00:28:12 EDT
341874212,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341874220,N,1,318086931,,2020-08-17 00:28:12 EDT
341874238,N,1,318086931,,2020-08-17 00:28:12 EDT
341874253,N,1,318086907,,2020-08-17 00:28:12 EDT
341874378,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341875201,N,22,LABORSOURCE LLC DBA ONESOURCE STAFFING,,2020-08-17 00:28:12 EDT
341875318,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341875607,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341877108,N,11,LOG30552672,,2020-08-17 00:28:12 EDT
341877264,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341877876,N,1,318087061,,2020-08-17 00:28:12 EDT
341877884,N,1,318087061,,2020-08-17 00:28:12 EDT
341877892,N,1,318087061,,2020-08-17 00:28:12 EDT
341877900,N,1,318087087,,2020-08-17 00:28:12 EDT
341877918,N,1,318087087,,2020-08-17 00:28:12 EDT
341877926,N,1,318087111,,2020-08-17 00:28:12 EDT
341877959,N,1,318086592,,2020-08-17 00:28:12 EDT
341878007,N,1,318090131,,2020-08-17 00:28:12 EDT
341878007,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341878015,N,1,318090131,,2020-08-17 00:28:12 EDT
341878015,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341878023,N,1,318090131,,2020-08-17 00:28:12 EDT
341878023,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341878031,N,1,318090131,,2020-08-17 00:28:12 EDT
341878031,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341878049,N,1,318090131,,2020-08-17 00:28:12 EDT
341878049,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341878130,N,11,LOG30555722,,2020-08-17 00:28:12 EDT
341878171,N,1,318078664,,2020-08-17 00:28:12 EDT
341878189,N,1,318078680,,2020-08-17 00:28:12 EDT
341878437,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341878817,N,22,STAFF QUICK,,2020-08-17 00:28:12 EDT
341879070,N,11,LOG30541982,,2020-08-17 00:28:12 EDT
341879971,N,2,HEATCON,,2020-08-17 00:28:12 EDT
341880730,N,3,OTHER,,2020-08-17 00:28:12 EDT
341880730,N,3,UED,,2020-08-17 00:28:12 EDT
341880730,N,22,RANDSTAD GREEN BAY,,2020-08-17 00:28:12 EDT
341880730,N,3,BACK,,2020-08-17 00:28:12 EDT
341881217,N,1,318090545,,2020-08-17 00:28:12 EDT
341881233,N,1,318090461,,2020-08-17 00:28:12 EDT
341881266,N,1,318015302,,2020-08-17 00:28:12 EDT
341881274,N,1,318078730,,2020-08-17 00:28:12 EDT
341881282,N,1,318078730,,2020-08-17 00:28:12 EDT
341881340,N,1,318087061,,2020-08-17 00:28:12 EDT
341881365,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341881365,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341881696,N,22,BROOKS STAFF TEMPORARIES,,2020-08-17 00:28:12 EDT
341881795,N,22,AT WORK,,2020-08-17 00:28:12 EDT
341882413,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341882702,N,11,LOG30561222,,2020-08-17 00:28:12 EDT
341883163,N,11,LOG1148817,,2020-08-17 00:28:12 EDT
341883551,N,4,VPP-P,,2020-08-17 00:28:12 EDT
341883601,N,22,COMPLETE LABOR AND STAFFING,,2020-08-17 00:28:12 EDT
341883627,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341884104,N,22,LABOR READY / DBA PEOPLE READY,,2020-08-17 00:28:12 EDT
341884310,N,1,318091113,,2020-08-17 00:28:12 EDT
341884328,N,1,318090131,,2020-08-17 00:28:12 EDT
341884328,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341884344,N,14,"FOCUS, CONSTRUCTION",,2020-08-17 00:28:12 EDT
341884344,N,1,318090602,,2020-08-17 00:28:12 EDT
341884351,N,14,"FOCUS, CONSTRUCTION",,2020-08-17 00:28:12 EDT
341884351,N,1,318090594,,2020-08-17 00:28:12 EDT
341884401,N,1,318078763,,2020-08-17 00:28:12 EDT
341884609,N,1,318087301,,2020-08-17 00:28:12 EDT
341884658,N,9,100%,,2020-08-17 00:28:12 EDT
341885614,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341887222,N,11,LOG30565332,,2020-08-17 00:28:12 EDT
341887396,N,22,INTEGRITY STAFFING SOLUTIONS,,2020-08-17 00:28:12 EDT
341887479,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341887487,N,22,"PHOENIX STAFFTING-GLEN ELLYN, IL",,2020-08-17 00:28:12 EDT
341887487,N,22,"ACCURATE PERSONNEL STAFFING/JOLIET, IL",,2020-08-17 00:28:12 EDT
341887487,N,22,RESOURCE STAFFING,,2020-08-17 00:28:12 EDT
341887883,N,1,318078797,,2020-08-17 00:28:12 EDT
341887891,N,1,318078813,,2020-08-17 00:28:12 EDT
341887891,N,6,430868,,2020-08-17 00:28:12 EDT
341887891,N,14,GIFOCUS,,2020-08-17 00:28:12 EDT
341888006,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341888337,N,22,CAPITAL CITY STAFFING SOLUTIONS,,2020-08-17 00:28:12 EDT
341888337,N,22,IFORCE STAFFING,,2020-08-17 00:28:12 EDT
341891208,N,1,318085156,,2020-08-17 00:28:12 EDT
341891232,N,1,318091113,,2020-08-17 00:28:12 EDT
341891240,N,1,318090867,,2020-08-17 00:28:12 EDT
